text,label,label_source
请问大家好呀,greeting,golden_holdout
老师好,greeting,golden_holdout
哈喽,greeting,golden_holdout
我想晚上好,greeting,golden_holdout
hi 早上好,greeting,golden_holdout
拜拜啊,conversation,golden_holdout
报销发票有什么要求吧,after_sales,golden_holdout
公司报销流程是什么啊,after_sales,golden_holdout
帮我社保怎么交的,knowledge_query,golden_holdout
我想报销发票有什么要求,after_sales,golden_holdout
请问离职流程怎么走,knowledge_query,golden_holdout
帮我合规要求有哪些,knowledge_query,golden_holdout
差旅报销怎么走流程,after_sales,golden_holdout
请问绩效考核流程是什么,knowledge_query,golden_holdout
入职第一天要做什么,knowledge_query,golden_holdout
我想邮箱密码忘了怎么办,after_sales,golden_holdout
帮我年终奖怎么算的,knowledge_query,golden_holdout
能不能离职流程怎么走,knowledge_query,golden_holdout
员工请假几天要审批,knowledge_query,golden_holdout
公司管理制度在哪里看呀,knowledge_query,golden_holdout
请问办公用品怎么申请,knowledge_query,golden_holdout
入职第一天要做什么呀,knowledge_query,golden_holdout
员工请假几天要审批呀,knowledge_query,golden_holdout
请问数据安全红线是什么,knowledge_query,golden_holdout
工资条怎么看,knowledge_query,golden_holdout
合规要求有哪些,knowledge_query,golden_holdout
绩效考核流程是什么吧,knowledge_query,golden_holdout
新员工培训什么时候啊,knowledge_query,golden_holdout
我想工资条怎么看,knowledge_query,golden_holdout
能不能差旅报销怎么走流程,after_sales,golden_holdout
公司管理制度在哪里看,knowledge_query,golden_holdout
年终奖怎么算的,knowledge_query,golden_holdout
工牌丢了怎么办吧,knowledge_query,golden_holdout
帮我转正流程是什么,knowledge_query,golden_holdout
能不能查一下请假制度,knowledge_query,golden_holdout
IT 支持电话多少,after_sales,golden_holdout
绩效考核流程是什么,knowledge_query,golden_holdout
帮我员工请假几天要审批,knowledge_query,golden_holdout
能不能加班费怎么算,knowledge_query,golden_holdout
我想体检福利有吗,knowledge_query,golden_holdout
会议室怎么预订,knowledge_query,golden_holdout
加班费怎么算吧,knowledge_query,golden_holdout
年终奖怎么算的吧,knowledge_query,golden_holdout
数据安全红线是什么呀,knowledge_query,golden_holdout
离职流程怎么走,knowledge_query,golden_holdout
我想合规要求有哪些,knowledge_query,golden_holdout
班车路线,knowledge_query,golden_holdout
我想查一下请假制度,knowledge_query,golden_holdout
公司培训安排,knowledge_query,golden_holdout
公司食堂在哪吧,knowledge_query,golden_holdout
年假有几天,knowledge_query,golden_holdout
调休怎么申请啊,knowledge_query,golden_holdout
请问转正流程是什么,knowledge_query,golden_holdout
请问加班费怎么算,knowledge_query,golden_holdout
能不能查一下公司规定,knowledge_query,golden_holdout
我想办公用品怎么申请,knowledge_query,golden_holdout
办公用品怎么申请,knowledge_query,golden_holdout
请问工牌丢了怎么办,knowledge_query,golden_holdout
邮箱密码忘了怎么办吧,after_sales,golden_holdout
体检福利有吗呀,knowledge_query,golden_holdout
请问公司报销流程是什么,after_sales,golden_holdout
工资条怎么看吧,knowledge_query,golden_holdout
公司食堂在哪,knowledge_query,golden_holdout
入职第一天要做什么啊,knowledge_query,golden_holdout
我想调休怎么申请,knowledge_query,golden_holdout
帮我邮箱密码忘了怎么办,after_sales,golden_holdout
帮我新员工培训什么时候,knowledge_query,golden_holdout
查一下公司规定吧,knowledge_query,golden_holdout
公司报销流程是什么,after_sales,golden_holdout
能不能公司管理制度在哪里看,knowledge_query,golden_holdout
出差标准是多少啊,knowledge_query,golden_holdout
能不能IT 支持电话多少,after_sales,golden_holdout
员工请假几天要审批啊,knowledge_query,golden_holdout
加班费怎么算,knowledge_query,golden_holdout
帮我入职第一天要做什么,knowledge_query,golden_holdout
帮我出差标准是多少,knowledge_query,golden_holdout
能不能社保怎么交的,knowledge_query,golden_holdout
我想数据安全红线是什么,knowledge_query,golden_holdout
报销发票有什么要求呀,after_sales,golden_holdout
体检福利有吗,knowledge_query,golden_holdout
帮我权衡一下,conversation,golden_holdout
年终奖怎么算的啊,knowledge_query,golden_holdout
请问公司培训安排,knowledge_query,golden_holdout
能不能最近有什么好看的电影,conversation,golden_holdout
请问帮我做个选题,content_analysis,golden_holdout
转正流程是什么啊,knowledge_query,golden_holdout
有什么建议吗,conversation,golden_holdout
公司食堂在哪啊,knowledge_query,golden_holdout
你有没有听过那首歌啊,conversation,golden_holdout
能不能你吃饭了吗,conversation,golden_holdout
我想总结这篇文章,content_creation,golden_holdout
公司报销流程是什么呀,after_sales,golden_holdout
合规要求有哪些啊,knowledge_query,golden_holdout
报销发票有什么要求,after_sales,golden_holdout
帮我做个选题,content_analysis,golden_holdout
我想帮我梳理一下这个热点事件,content_analysis,golden_holdout
帮我工牌丢了怎么办,knowledge_query,golden_holdout
数据安全红线是什么,knowledge_query,golden_holdout
老板今天心情怎么样啊,conversation,golden_holdout
回头聊呀,greeting,golden_holdout
我想备忘一下,function,golden_holdout
请问给点职业建议,conversation,golden_holdout
帮我调休怎么申请,knowledge_query,golden_holdout
能不能这个选题值不值得做,conversation,golden_holdout
公司培训安排啊,knowledge_query,golden_holdout
请问会议室怎么预订,knowledge_query,golden_holdout
帮我绩效考核流程是什么,knowledge_query,golden_holdout
社保怎么交的呀,knowledge_query,golden_holdout
请问你觉得我该不该跳槽,conversation,golden_holdout
新买的键盘真不错,conversation,golden_holdout
帮我今天新闻有啥大事,conversation,golden_holdout
食堂今天吃什么,conversation,golden_holdout
讲个笑话吧,conversation,golden_holdout
帮我分析下这个数据,content_analysis,golden_holdout
这个热点值不值得追啊,conversation,golden_holdout
我想我应该怎么处理这件事,conversation,golden_holdout
油价又涨了吧,conversation,golden_holdout
帮我办公用品怎么申请,knowledge_query,golden_holdout
能不能你觉得我该不该跳槽,conversation,golden_holdout
我想添加到待办,function,golden_holdout
生成口播脚本,content_creation,golden_holdout
我想帮我分析下这个数据,content_analysis,golden_holdout
再见呀,conversation,golden_holdout
帮我差旅报销怎么走流程,after_sales,golden_holdout
能不能这条内容爆不爆得了,conversation,golden_holdout
下午好,greeting,golden_holdout
差旅报销怎么走流程啊,after_sales,golden_holdout
体检福利有吗吧,knowledge_query,golden_holdout
帮我写个口播稿啊,content_creation,golden_holdout
我想班车路线,knowledge_query,golden_holdout
调休怎么申请,knowledge_query,golden_holdout
出差标准是多少,knowledge_query,golden_holdout
能不能有什么建议吗,conversation,golden_holdout
请问分析一下这个热点,content_analysis,golden_holdout
能不能公司培训安排,knowledge_query,golden_holdout
请问我该怎么选,conversation,golden_holdout
请问公司管理制度在哪里看,knowledge_query,golden_holdout
我想IT 支持电话多少,after_sales,golden_holdout
你觉得 AI 会取代人吗,conversation,golden_holdout
今天天气不错吧,conversation,golden_holdout
邮箱密码忘了怎么办,after_sales,golden_holdout
最近在追什么剧,conversation,golden_holdout
能签框架合同吗,pre_sales,template_v8
实施周期多长,pre_sales,template_v8
跟我们现有的ChatGPT系统能集成吗,pre_sales,template_v8
按年付有折扣吗,pre_sales,template_v8
国产化适配做到什么程度,pre_sales,template_v8
合作有什么要求,pre_sales,template_v8
内容平台的免费版有什么限制,pre_sales,template_v8
并发数上限多少,pre_sales,template_v8
培训和支持包含在价格里吗,pre_sales,template_v8
你们在制造行业有案例吗,pre_sales,template_v8
给我们出个技术方案,pre_sales,template_v8
对标你们和飞书的定价,pre_sales,template_v8
有教育优惠吗,pre_sales,template_v8
对标你们和Agentium的定价,pre_sales,template_v8
你们公司是做什么的,pre_sales,template_v8
能不能先做一个概念验证,pre_sales,template_v8
有试用吗,pre_sales,template_v8
NexusAI的免费版有什么限制,pre_sales,template_v8
你们的产品能解决知识库管理混乱吗,pre_sales,template_v8
需要专门运维吗,pre_sales,template_v8
怎么对接你们的系统,pre_sales,template_v8
能私有化到我们机房吗,pre_sales,template_v8
怎么开通NexusAI,pre_sales,template_v8
我想了解一下大模型平台,pre_sales,template_v8
知识库的免费版有什么限制,pre_sales,template_v8
内容平台和之前的系统有什么区别,pre_sales,template_v8
对标你们和自研系统的定价,pre_sales,template_v8
API 调用量怎么算,pre_sales,template_v8
介绍一下大模型平台的功能,pre_sales,template_v8
退款什么时候到账,after_sales,template_v8
试用期怎么取消自动续费,after_sales,template_v8
我们合同要到期了,after_sales,template_v8
语音转写一直转圈,after_sales,template_v8
新版本不兼容旧数据,after_sales,template_v8
这个 bug 什么时候修,after_sales,template_v8
服务要停用了，数据怎么迁走,after_sales,template_v8
系统报错了，页面白屏,after_sales,template_v8
我要退款,after_sales,template_v8
系统报错了，报错 429,after_sales,template_v8
版本升级后功能不见了,after_sales,template_v8
权限配置有问题,after_sales,template_v8
回滚到上一版,after_sales,template_v8
开发票,after_sales,template_v8
使用过程中频繁报错,after_sales,template_v8
合同里说的服务没兑现,after_sales,template_v8
模型回答经常中断,after_sales,template_v8
功能突然无法使用,after_sales,template_v8
数据导出权限在哪开,after_sales,template_v8
退款申请被拒了,after_sales,template_v8
发票多久能开出来,after_sales,template_v8
发票怎么开,after_sales,template_v8
发票抬头怎么改,after_sales,template_v8
存储空间满了怎么清理,after_sales,template_v8
你们服务出问题了，要赔偿,after_sales,template_v8
扣错钱了怎么办,after_sales,template_v8
写一篇公众号推文,content_creation,template_v8
生成节日问候文案,content_creation,template_v8
帮我起草合同模板,content_creation,template_v8
帮我写简历自我评价,content_creation,template_v8
写个产品宣传文案,content_creation,template_v8
写个推广软文,content_creation,template_v8
生成一份短视频脚本,content_creation,template_v8
写个项目总结,content_creation,template_v8
帮我起草一份公告,content_creation,template_v8
帮我写小红书笔记,content_creation,template_v8
生成一份报价单文案,content_creation,template_v8
帮我写会议纪要,content_creation,template_v8
生成一个直播话术,content_creation,template_v8
写个面试自我介绍,content_creation,template_v8
写个演讲稿开头,content_creation,template_v8
生成季度复盘报告,content_creation,template_v8
帮我写邮件正文,content_creation,template_v8
帮我写封感谢信,content_creation,template_v8
帮我写个朋友圈文案,content_creation,template_v8
分析下转化率下降的原因,content_analysis,template_v8
分析用户画像,content_analysis,template_v8
分析下竞品动态,content_analysis,template_v8
看看市场机会在哪里,content_analysis,template_v8
挖掘一下今天的选题,content_analysis,template_v8
帮我做个竞品功能对比,content_analysis,template_v8
复盘一下上个月的内容效果,content_analysis,template_v8
帮我分析这组数据,content_analysis,template_v8
分析下这个竞品的定价策略,content_analysis,template_v8
帮我看看这个行业报告,content_analysis,template_v8
分析下这批问卷结果,content_analysis,template_v8
分析一下投诉集中的问题,content_analysis,template_v8
帮我分析下热点,content_analysis,template_v8
分析下友商的增长策略,content_analysis,template_v8
对比一下我们和竞品的流量,content_analysis,template_v8
分析下关键词热度,content_analysis,template_v8
做个市场趋势分析,content_analysis,template_v8
