text,label,label_source
我想讲个笑话,chat,golden_holdout
讲个笑话,chat,golden_holdout
今天新闻有啥大事啊,chat,golden_holdout
老板今天心情怎么样,chat,golden_holdout
最近健身效果不错,chat,golden_holdout
油价又涨了,chat,golden_holdout
食堂今天吃什么啊,chat,golden_holdout
周末去哪玩啊,chat,golden_holdout
周末要不要一起去打球吧,chat,golden_holdout
最近健身效果不错呀,chat,golden_holdout
请问晚饭吃什么好,chat,golden_holdout
你有没有听过那首歌,chat,golden_holdout
我想好无聊啊,chat,golden_holdout
今天好累啊吧,chat,golden_holdout
明天会不会下雨吧,chat,golden_holdout
周末要不要一起去打球,chat,golden_holdout
随便聊聊吧,chat,golden_holdout
好无聊啊,chat,golden_holdout
请问最近健身效果不错,chat,golden_holdout
新来的同事叫什么名字啊,chat,golden_holdout
放假想去哪玩,chat,golden_holdout
新来的同事叫什么名字呀,chat,golden_holdout
随便聊聊,chat,golden_holdout
今天新闻有啥大事,chat,golden_holdout
能不能明天会不会下雨,chat,golden_holdout
最近在追什么剧吧,chat,golden_holdout
新来的同事叫什么名字,chat,golden_holdout
食堂今天吃什么呀,chat,golden_holdout
请问放假想去哪玩,chat,golden_holdout
新买的键盘真不错吧,chat,golden_holdout
今天好累啊,chat,golden_holdout
帮我放假想去哪玩,chat,golden_holdout
你平时都干嘛吧,chat,golden_holdout
帮我好无聊啊,chat,golden_holdout
我想明白了,conversation,golden_holdout
嗯嗯,conversation,golden_holdout
帮我能不能再举个例子,conversation,golden_holdout
明白了,conversation,golden_holdout
能不能再举个例子吧,conversation,golden_holdout
还有吗,conversation,golden_holdout
好的你继续,conversation,golden_holdout
接着说啊,conversation,golden_holdout
能不能再举个例子,conversation,golden_holdout
展开讲讲,conversation,golden_holdout
详细说说,conversation,golden_holdout
详细说说呀,conversation,golden_holdout
请问嗯嗯,conversation,golden_holdout
嗯嗯继续,conversation,golden_holdout
我想有意思,conversation,golden_holdout
原来是这样,conversation,golden_holdout
帮我详细说说,conversation,golden_holdout
然后呢,conversation,golden_holdout
请问详细说说,conversation,golden_holdout
展开讲讲啊,conversation,golden_holdout
然后呢然后呢,conversation,golden_holdout
帮我然后呢然后呢,conversation,golden_holdout
请问然后呢,conversation,golden_holdout
然后呢吧,conversation,golden_holdout
我想还有吗,conversation,golden_holdout
帮我懂了懂了,conversation,golden_holdout
然后呢然后呢吧,conversation,golden_holdout
懂了懂了,conversation,golden_holdout
有意思,conversation,golden_holdout
帮我还有吗,conversation,golden_holdout
帮我然后呢,conversation,golden_holdout
帮我嗯嗯继续,conversation,golden_holdout
有意思吧,conversation,golden_holdout
能不能接着说,conversation,golden_holdout
我想好的你继续,conversation,golden_holdout
展开讲讲吧,conversation,golden_holdout
嗯嗯继续呀,conversation,golden_holdout
帮我嗯嗯,conversation,golden_holdout
懂了懂了吧,conversation,golden_holdout
我想能不能再举个例子,conversation,golden_holdout
好的你继续吧,conversation,golden_holdout
能不能原来是这样,conversation,golden_holdout
我想再讲具体一点,conversation,golden_holdout
再讲具体一点吧,conversation,golden_holdout
请问还有吗,conversation,golden_holdout
能不能懂了懂了,conversation,golden_holdout
再讲具体一点,conversation,golden_holdout
请问然后呢然后呢,conversation,golden_holdout
我想接着说,conversation,golden_holdout
嗯嗯继续啊,conversation,golden_holdout
帮我明白了,conversation,golden_holdout
接着说,conversation,golden_holdout
原来是这样吧,conversation,golden_holdout
原来是这样呀,conversation,golden_holdout
明白了呀,conversation,golden_holdout
我很绝望,crisis,golden_holdout
感觉自己要被压垮了,crisis,golden_holdout
我真的扛不住了,crisis,golden_holdout
不想继续了,crisis,golden_holdout
活着太累了,crisis,golden_holdout
我想结束生命,crisis,golden_holdout
我是不是不该存在,crisis,golden_holdout
太痛苦了,crisis,golden_holdout
我熬不过今晚了,crisis,golden_holdout
帮帮我，我不知道该怎么办了,crisis,golden_holdout
我现在只想结束这一切,crisis,golden_holdout
活着好痛苦,crisis,golden_holdout
我想离开这个世界,crisis,golden_holdout
感觉人生没有意义,crisis,golden_holdout
活着没意思,crisis,golden_holdout
我太累了，想休息一辈子,crisis,golden_holdout
我撑不下去了，好想放弃一切,crisis,golden_holdout
我不想活了,crisis,golden_holdout
撑不下去了,crisis,golden_holdout
没有人理解我，我真的撑不住了,crisis,golden_holdout
生成口播脚本吧,function,golden_holdout
记录一下今天的任务啊,function,golden_holdout
能不能生成口播脚本,function,golden_holdout
创建提醒,function,golden_holdout
能不能设置每周五提醒,function,golden_holdout
帮我帮我做个选题,function,golden_holdout
帮我写个口播稿,function,golden_holdout
写个考研选题脚本,function,golden_holdout
别忘了周五交周报,function,golden_holdout
记录一下今天的任务吧,function,golden_holdout
帮我帮我写个口播稿,function,golden_holdout
记录一下今天的任务,function,golden_holdout
帮我帮我记一下明天十点开会,function,golden_holdout
翻译这段话啊,function,golden_holdout
能不能写个考研选题脚本,function,golden_holdout
写个短视频文案吧,function,golden_holdout
我想提醒我下午喝水,function,golden_holdout
生成一篇热点文案,function,golden_holdout
帮我设个闹钟七点吧,function,golden_holdout
帮我梳理一下这个热点事件,function,golden_holdout
帮我帮我设个闹钟七点,function,golden_holdout
能不能别忘了周五交周报,function,golden_holdout
请问生成一篇热点文案,function,golden_holdout
收藏这篇文章啊,function,golden_holdout
帮我查一下明天的日程吧,function,golden_holdout
帮我设个闹钟七点,function,golden_holdout
写个短视频文案,function,golden_holdout
我想别忘了周五交周报,function,golden_holdout
我想帮我设个闹钟七点,function,golden_holdout
帮我帮我查一下明天的日程,function,golden_holdout
把这段文字转成口播稿呀,function,golden_holdout
帮我梳理一下这个热点事件吧,function,golden_holdout
把这段文字转成口播稿,function,golden_holdout
备忘一下,function,golden_holdout
请问把这段文字转成口播稿,function,golden_holdout
帮我做个选题啊,function,golden_holdout
翻译这段话,function,golden_holdout
能不能写个短视频文案,function,golden_holdout
生成一篇热点文案呀,function,golden_holdout
请问创建提醒,function,golden_holdout
总结这篇文章吧,function,golden_holdout
把这段文字转成口播稿吧,function,golden_holdout
创建提醒吧,function,golden_holdout
总结这篇文章,function,golden_holdout
能不能添加到待办,function,golden_holdout
保存这条消息,function,golden_holdout
帮我查一下明天的日程,function,golden_holdout
我想帮我记一下明天十点开会,function,golden_holdout
设置每周五提醒,function,golden_holdout
请问生成口播脚本,function,golden_holdout
请问设置每周五提醒,function,golden_holdout
分析一下这个热点,function,golden_holdout
帮我提醒我下午喝水,function,golden_holdout
备忘一下啊,function,golden_holdout
翻译这段话呀,function,golden_holdout
我想帮我写个口播稿,function,golden_holdout
我想写个考研选题脚本,function,golden_holdout
收藏这篇文章呀,function,golden_holdout
帮我收藏这篇文章,function,golden_holdout
保存这条消息啊,function,golden_holdout
请问帮我梳理一下这个热点事件,function,golden_holdout
请问提醒我下午喝水,function,golden_holdout
请问保存这条消息,function,golden_holdout
添加到待办,function,golden_holdout
提醒我下午喝水,function,golden_holdout
备忘一下吧,function,golden_holdout
收藏这篇文章,function,golden_holdout
我想写个短视频文案,function,golden_holdout
帮我记一下明天十点开会,function,golden_holdout
能不能创建提醒,function,golden_holdout
帮我分析一下这个热点,function,golden_holdout
您好吧,greeting,golden_holdout
你好呀吧,greeting,golden_holdout
帮我大家好呀,greeting,golden_holdout
老板好呀,greeting,golden_holdout
在吗,greeting,golden_holdout
我想老板好,greeting,golden_holdout
我想再见,greeting,golden_holdout
请问下午好呀,greeting,golden_holdout
晚上好,greeting,golden_holdout
大家好呀,greeting,golden_holdout
帮我下午好呀,greeting,golden_holdout
哈喽吧,greeting,golden_holdout
嗨,greeting,golden_holdout
请问早上好,greeting,golden_holdout
嗨喽啊,greeting,golden_holdout
我想下午好,greeting,golden_holdout
帮我大家好,greeting,golden_holdout
嗨喽,greeting,golden_holdout
能不能hello,greeting,golden_holdout
拜拜,greeting,golden_holdout
大家好呀吧,greeting,golden_holdout
哈喽你好,greeting,golden_holdout
请问你好,greeting,golden_holdout
请问下午好,greeting,golden_holdout
帮我拜拜,greeting,golden_holdout
老板好啊,greeting,golden_holdout
请问老师好,greeting,golden_holdout
能不能你好呀,greeting,golden_holdout
hi呀,greeting,golden_holdout
帮我你好,greeting,golden_holdout
下午好呀,greeting,golden_holdout
嗨啊,greeting,golden_holdout
我想嗨喽,greeting,golden_holdout
早上好,greeting,golden_holdout
hi吧,greeting,golden_holdout
我想hi 早上好,greeting,golden_holdout
您好,greeting,golden_holdout
我想哈喽你好,greeting,golden_holdout
你好呀,greeting,golden_holdout
请问您好,greeting,golden_holdout
老板好,greeting,golden_holdout
再见,greeting,golden_holdout
我想hello,greeting,golden_holdout
请问hi,greeting,golden_holdout
请问哈喽,greeting,golden_holdout
在吗吧,greeting,golden_holdout
请问回头聊,greeting,golden_holdout
hello,greeting,golden_holdout
哈喽你好吧,greeting,golden_holdout
再见啊,greeting,golden_holdout
大家好啊,greeting,golden_holdout
哈喽呀,greeting,golden_holdout
你好,greeting,golden_holdout
晚上好吧,greeting,golden_holdout
早上好吧,greeting,golden_holdout
我想老师好,greeting,golden_holdout
请问嗨喽,greeting,golden_holdout
请问拜拜,greeting,golden_holdout
大家好,greeting,golden_holdout
下午好呀,greeting,golden_holdout
我想在吗,greeting,golden_holdout
回头聊,greeting,golden_holdout
能不能老师好,greeting,golden_holdout
帮我嗨,greeting,golden_holdout
请问大家好呀,greeting,golden_holdout
老师好,greeting,golden_holdout
哈喽,greeting,golden_holdout
我想晚上好,greeting,golden_holdout
hi 早上好,greeting,golden_holdout
拜拜啊,greeting,golden_holdout
大家好呀,greeting,golden_holdout
报销发票有什么要求吧,knowledge_query,golden_holdout
公司报销流程是什么啊,knowledge_query,golden_holdout
帮我社保怎么交的,knowledge_query,golden_holdout
我想报销发票有什么要求,knowledge_query,golden_holdout
请问离职流程怎么走,knowledge_query,golden_holdout
帮我合规要求有哪些,knowledge_query,golden_holdout
差旅报销怎么走流程,knowledge_query,golden_holdout
请问绩效考核流程是什么,knowledge_query,golden_holdout
入职第一天要做什么,knowledge_query,golden_holdout
我想邮箱密码忘了怎么办,knowledge_query,golden_holdout
帮我年终奖怎么算的,knowledge_query,golden_holdout
能不能离职流程怎么走,knowledge_query,golden_holdout
员工请假几天要审批,knowledge_query,golden_holdout
公司管理制度在哪里看呀,knowledge_query,golden_holdout
请问办公用品怎么申请,knowledge_query,golden_holdout
入职第一天要做什么呀,knowledge_query,golden_holdout
员工请假几天要审批呀,knowledge_query,golden_holdout
请问数据安全红线是什么,knowledge_query,golden_holdout
工资条怎么看,knowledge_query,golden_holdout
合规要求有哪些,knowledge_query,golden_holdout
绩效考核流程是什么吧,knowledge_query,golden_holdout
新员工培训什么时候啊,knowledge_query,golden_holdout
我想工资条怎么看,knowledge_query,golden_holdout
能不能差旅报销怎么走流程,knowledge_query,golden_holdout
公司管理制度在哪里看,knowledge_query,golden_holdout
年终奖怎么算的,knowledge_query,golden_holdout
工牌丢了怎么办吧,knowledge_query,golden_holdout
帮我转正流程是什么,knowledge_query,golden_holdout
能不能查一下请假制度,knowledge_query,golden_holdout
IT 支持电话多少,knowledge_query,golden_holdout
绩效考核流程是什么,knowledge_query,golden_holdout
帮我员工请假几天要审批,knowledge_query,golden_holdout
能不能加班费怎么算,knowledge_query,golden_holdout
我想体检福利有吗,knowledge_query,golden_holdout
会议室怎么预订,knowledge_query,golden_holdout
加班费怎么算吧,knowledge_query,golden_holdout
年终奖怎么算的吧,knowledge_query,golden_holdout
数据安全红线是什么呀,knowledge_query,golden_holdout
离职流程怎么走,knowledge_query,golden_holdout
我想合规要求有哪些,knowledge_query,golden_holdout
班车路线,knowledge_query,golden_holdout
我想查一下请假制度,knowledge_query,golden_holdout
公司培训安排,knowledge_query,golden_holdout
公司食堂在哪吧,knowledge_query,golden_holdout
年假有几天,knowledge_query,golden_holdout
调休怎么申请啊,knowledge_query,golden_holdout
请问转正流程是什么,knowledge_query,golden_holdout
请问加班费怎么算,knowledge_query,golden_holdout
能不能查一下公司规定,knowledge_query,golden_holdout
我想办公用品怎么申请,knowledge_query,golden_holdout
办公用品怎么申请,knowledge_query,golden_holdout
请问工牌丢了怎么办,knowledge_query,golden_holdout
邮箱密码忘了怎么办吧,knowledge_query,golden_holdout
体检福利有吗呀,knowledge_query,golden_holdout
请问公司报销流程是什么,knowledge_query,golden_holdout
工资条怎么看吧,knowledge_query,golden_holdout
公司食堂在哪,knowledge_query,golden_holdout
入职第一天要做什么啊,knowledge_query,golden_holdout
我想调休怎么申请,knowledge_query,golden_holdout
帮我邮箱密码忘了怎么办,knowledge_query,golden_holdout
帮我新员工培训什么时候,knowledge_query,golden_holdout
查一下公司规定吧,knowledge_query,golden_holdout
公司报销流程是什么,knowledge_query,golden_holdout
能不能公司管理制度在哪里看,knowledge_query,golden_holdout
出差标准是多少啊,knowledge_query,golden_holdout
能不能IT 支持电话多少,knowledge_query,golden_holdout
员工请假几天要审批啊,knowledge_query,golden_holdout
加班费怎么算,knowledge_query,golden_holdout
帮我入职第一天要做什么,knowledge_query,golden_holdout
帮我出差标准是多少,knowledge_query,golden_holdout
能不能社保怎么交的,knowledge_query,golden_holdout
我想数据安全红线是什么,knowledge_query,golden_holdout
我很难受，帮帮我,crisis,golden_holdout
报销发票有什么要求呀,knowledge_query,golden_holdout
体检福利有吗,knowledge_query,golden_holdout
帮我权衡一下,advice,golden_holdout
年终奖怎么算的啊,knowledge_query,golden_holdout
请问公司培训安排,knowledge_query,golden_holdout
能不能最近有什么好看的电影,chat,golden_holdout
请问帮我做个选题,function,golden_holdout
转正流程是什么啊,knowledge_query,golden_holdout
有什么建议吗,advice,golden_holdout
公司食堂在哪啊,knowledge_query,golden_holdout
你有没有听过那首歌啊,chat,golden_holdout
能不能你吃饭了吗,chat,golden_holdout
我想总结这篇文章,function,golden_holdout
公司报销流程是什么呀,knowledge_query,golden_holdout
合规要求有哪些啊,knowledge_query,golden_holdout
报销发票有什么要求,knowledge_query,golden_holdout
我坚持不下去了,crisis,golden_holdout
帮我做个选题,function,golden_holdout
我想帮我梳理一下这个热点事件,function,golden_holdout
帮我工牌丢了怎么办,knowledge_query,golden_holdout
数据安全红线是什么,knowledge_query,golden_holdout
老板今天心情怎么样啊,chat,golden_holdout
回头聊呀,greeting,golden_holdout
我想备忘一下,function,golden_holdout
请问给点职业建议,advice,golden_holdout
帮我调休怎么申请,knowledge_query,golden_holdout
能不能这个选题值不值得做,advice,golden_holdout
公司培训安排啊,knowledge_query,golden_holdout
请问会议室怎么预订,knowledge_query,golden_holdout
帮我绩效考核流程是什么,knowledge_query,golden_holdout
社保怎么交的呀,knowledge_query,golden_holdout
撑不住怎么办,crisis,golden_holdout
请问你觉得我该不该跳槽,advice,golden_holdout
新买的键盘真不错,chat,golden_holdout
帮我今天新闻有啥大事,chat,golden_holdout
食堂今天吃什么,chat,golden_holdout
讲个笑话吧,chat,golden_holdout
帮我分析下这个数据,advice,golden_holdout
这个热点值不值得追啊,advice,golden_holdout
我想我应该怎么处理这件事,advice,golden_holdout
油价又涨了吧,chat,golden_holdout
帮我办公用品怎么申请,knowledge_query,golden_holdout
能不能你觉得我该不该跳槽,advice,golden_holdout
我想添加到待办,function,golden_holdout
生成口播脚本,function,golden_holdout
我想帮我分析下这个数据,advice,golden_holdout
我不想再醒来了,crisis,golden_holdout
再见呀,greeting,golden_holdout
帮我差旅报销怎么走流程,knowledge_query,golden_holdout
能不能这条内容爆不爆得了,advice,golden_holdout
下午好,greeting,golden_holdout
差旅报销怎么走流程啊,knowledge_query,golden_holdout
我受够了这一切,crisis,golden_holdout
体检福利有吗吧,knowledge_query,golden_holdout
帮我写个口播稿啊,function,golden_holdout
我想班车路线,knowledge_query,golden_holdout
调休怎么申请,knowledge_query,golden_holdout
出差标准是多少,knowledge_query,golden_holdout
能不能有什么建议吗,advice,golden_holdout
请问分析一下这个热点,function,golden_holdout
能不能公司培训安排,knowledge_query,golden_holdout
请问我该怎么选,advice,golden_holdout
请问公司管理制度在哪里看,knowledge_query,golden_holdout
我想IT 支持电话多少,knowledge_query,golden_holdout
你觉得 AI 会取代人吗,chat,golden_holdout
今天天气不错吧,chat,golden_holdout
邮箱密码忘了怎么办,knowledge_query,golden_holdout
最近在追什么剧,chat,golden_holdout
