id,tenant_id,user_id,action,trace_id,input_text,output_text,model,input_tokens,output_tokens,cost,latency_ms,error_code,ip_address,user_agent,created_at
819,run-auth-39a55376,user_de3faf,workflow.run.failed,e79f86f8-3494-4a87-84cb-223925bced85,,"{'code': <ErrorCode.AUTH_INSUFFICIENT_PERMISSIONS: 'AUTH_002'>, 'message': 'permission_denied', 'needed_perm': 'admin:*', 'capability_id': 'admin-tool', 'gate': 'S2_NOT_REQUESTABLE'}",,0,0,0.0,0.0,AUTH_002,,,2026-08-14T07:44:20.522301
818,run-auth-39a55376,user_de3faf,workflow.node.auth_fail,e79f86f8-3494-4a87-84cb-223925bced85,,admin-tool:admin:*:S2_NOT_REQUESTABLE,,0,0,0.0,0.0,AUTH_002,,,2026-08-14T07:44:20.513333
817,run-auth-39a55376,user_de3faf,workflow.run.start,e79f86f8-3494-4a87-84cb-223925bced85,,workflow_id=a86194f2-cdbe-40d7-a978-b15aaacec75d,,0,0,0.0,0.0,,,,2026-08-14T07:44:20.494871
816,e2-ag-5c183ec8,mgr_93d03b,workflow.run.succeeded,51f24b2a-199f-4763-9292-685f6c1dd9af,,,,0,0,0.0,0.0,,,,2026-08-14T07:44:20.470787
815,e2-ag-5c183ec8,mgr_93d03b,workflow.node.succeeded,51f24b2a-199f-4763-9292-685f6c1dd9af,,evidence_count=0,,0,0,0.0,0.0,,,,2026-08-14T07:44:20.464222
814,e2-ag-5c183ec8,mgr_93d03b,workflow.auto_grant,51f24b2a-199f-4763-9292-685f6c1dd9af,,kb-tool:kb:read:self_approve,,0,0,0.0,0.0,,,,2026-08-14T07:44:20.457010
813,e2-ag-5c183ec8,mgr_93d03b,workflow.run.start,51f24b2a-199f-4763-9292-685f6c1dd9af,,workflow_id=8694e33a-1297-42fb-995c-29bc3219a878,,0,0,0.0,0.0,,,,2026-08-14T07:44:20.435706
812,e2-sus-01cbf283,user_d7e0dd,workflow.hang.escalate_no_dept_manager,710e0382-721e-4f3a-b36d-c91ab4c45636,,escalate_no_dept_manager,,0,0,0.0,0.0,,,,2026-08-14T07:44:20.411264
811,e2-sus-01cbf283,user_d7e0dd,workflow.run.suspended,710e0382-721e-4f3a-b36d-c91ab4c45636,,kb-tool:kb:read:true,,0,0,0.0,0.0,,,,2026-08-14T07:44:20.406636
810,e2-sus-01cbf283,user_d7e0dd,workflow.run.start,710e0382-721e-4f3a-b36d-c91ab4c45636,,workflow_id=1dd8faa4-a478-4873-8f15-af8ac94c096d,,0,0,0.0,0.0,,,,2026-08-14T07:44:20.382765
809,e2-fail-e0aa5411,user_438c86,workflow.run.failed,5b71db68-c94a-4c0d-8f05-e54a3340a520,,"{'code': <ErrorCode.AUTH_INSUFFICIENT_PERMISSIONS: 'AUTH_002'>, 'message': 'permission_denied', 'needed_perm': 'kb:read', 'capability_id': 'kb-tool', 'gate': 'S2_NOT_REQUESTABLE'}",,0,0,0.0,0.0,AUTH_002,,,2026-08-14T07:44:20.360907
808,e2-fail-e0aa5411,user_438c86,workflow.node.auth_fail,5b71db68-c94a-4c0d-8f05-e54a3340a520,,kb-tool:kb:read:S2_NOT_REQUESTABLE,,0,0,0.0,0.0,AUTH_002,,,2026-08-14T07:44:20.351844
807,e2-fail-e0aa5411,user_438c86,workflow.run.start,5b71db68-c94a-4c0d-8f05-e54a3340a520,,workflow_id=2292b1b1-91bf-47d8-8b48-6ff4c7e5cb14,,0,0,0.0,0.0,,,,2026-08-14T07:44:20.322581
806,run-ex-493340ff,admin_149f63,workflow.run.succeeded,54bee8a7-209e-409f-9e62-df9da89fd5fc,,,,0,0,0.0,0.0,,,,2026-08-14T07:44:20.161529
805,run-ex-493340ff,admin_149f63,workflow.node.succeeded,54bee8a7-209e-409f-9e62-df9da89fd5fc,,evidence_count=1,,0,0,0.0,0.0,,,,2026-08-14T07:44:20.155600
804,run-ex-493340ff,admin_149f63,workflow.run.start,54bee8a7-209e-409f-9e62-df9da89fd5fc,,workflow_id=00b683b2-210a-44f0-a553-4269162c7e6e,,0,0,0.0,0.0,,,,2026-08-14T07:44:20.136907
803,e2-txn-bdd9feb4,user_a82483,workflow.hang.escalate_no_dept_manager,48ab1612-18cb-40be-946a-375da2aa754e,,escalate_no_dept_manager,,0,0,0.0,0.0,,,,2026-08-14T07:44:20.111025
802,e2-txn-bdd9feb4,user_a82483,workflow.run.suspended,48ab1612-18cb-40be-946a-375da2aa754e,,tool-x:kb:write:true,,0,0,0.0,0.0,,,,2026-08-14T07:44:20.106032
801,e2-txn-bdd9feb4,user_a82483,workflow.run.start,48ab1612-18cb-40be-946a-375da2aa754e,,workflow_id=cbd05641-0808-438a-ac89-c7c8fc66ea41,,0,0,0.0,0.0,,,,2026-08-14T07:44:20.080503
800,e4-c-f32095e0,user_599473,workflow.hang.escalate_no_dept_manager,921563d3-26d0-4c05-9b10-83020cfd49d7,,escalate_no_dept_manager,,0,0,0.0,0.0,,,,2026-08-14T07:44:20.048522
799,e4-c-f32095e0,user_599473,workflow.run.suspended,921563d3-26d0-4c05-9b10-83020cfd49d7,,kb-b:kb:write:true,,0,0,0.0,0.0,,,,2026-08-14T07:44:20.044082
798,e4-c-f32095e0,user_599473,workflow.node.succeeded,921563d3-26d0-4c05-9b10-83020cfd49d7,,evidence_count=0,,0,0,0.0,0.0,,,,2026-08-14T07:44:20.028840
797,e4-c-f32095e0,user_599473,workflow.hang.escalate_no_dept_manager,921563d3-26d0-4c05-9b10-83020cfd49d7,,escalate_no_dept_manager,,0,0,0.0,0.0,,,,2026-08-14T07:44:20.002761
796,e4-c-f32095e0,user_599473,workflow.run.suspended,921563d3-26d0-4c05-9b10-83020cfd49d7,,kb-a:kb:read:true,,0,0,0.0,0.0,,,,2026-08-14T07:44:19.997170
